"phenx","icd10_desc","combo","organ","subcombo"
"Heart failure","Right heart failure, unspecified","Heart failure","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Endocardial fibroelastosis","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Myocarditis and cardiomyopathy","Viral carditis, unspecified","Myocarditis and cardiomyopathy","Cardiovascular",NA
"Other specified and unspecified circulatory disease","Antineutrophilic cytoplasmic antibody [ANCA] vasculitis","Circulatory disorder","Cardiovascular",NA
"Conduction disorders","Encounter for checking and testing of cardiac pacemaker pulse generator [battery]","Conduction disorders","Cardiovascular",NA
"Diabetes mellitus","Abnormal glucose complicating pregnancy","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with hyperglycemia","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with hypoglycemia without coma","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with ketoacidosis without coma","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with other circulatory complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with other diabetic kidney complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with other skin complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with other specified complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with unspecified complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Drug or chemical induced diabetes mellitus with hyperglycemia","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Drug or chemical induced diabetes mellitus with other specified complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Drug or chemical induced diabetes mellitus with unspecified complications","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Gestational diabetes mellitus in pregnancy, insulin controlled","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other pre-existing diabetes mellitus in pregnancy, first trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other pre-existing diabetes mellitus in pregnancy, second trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with hypoglycemia without coma","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with ketoacidosis without coma","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with other diabetic neurological complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Other specified diabetes mellitus with other specified complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Postprocedural hypoinsulinemia","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 1 diabetes mellitus, in pregnancy, first trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 2 diabetes mellitus, in pregnancy, first trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Pre-existing type 2 diabetes mellitus, in pregnancy, unspecified trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified diabetes mellitus in pregnancy, first trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified diabetes mellitus in pregnancy, second trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified diabetes mellitus in pregnancy, third trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified diabetes mellitus in pregnancy, unspecified trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified pre-existing diabetes mellitus in pregnancy, unspecified trimester","Pancreas","Endocrine","Diabetes mellitus"
"Disorders of lipid metabolism","Hyperchylomicronemia","Dyslipidemia","Endocrine","Hyperlipidemia"
"Thyroid disorders","Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm","Thyroid","Endocrine","Hypothyroidism"
"Diabetes mellitus","Diabetes mellitus due to underlying condition with other diabetic neurological complication","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Gestational diabetes mellitus in pregnancy, controlled by oral hypoglycemic drugs","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus","Unspecified pre-existing diabetes mellitus in pregnancy, first trimester","Pancreas","Endocrine","Diabetes mellitus"
"Diabetes mellitus, Type 2","Type 2 diabetes mellitus with ketoacidosis without coma","Pancreas","Endocrine","Diabetes mellitus"
"Disorders of lipid metabolism","Elevated Lipoprotein(a)","Dyslipidemia","Endocrine","Hyperlipidemia"
"Disorders of lipid metabolism","Familial hypercholesterolemia","Dyslipidemia","Endocrine","Hyperlipidemia"
"Disorders of lipid metabolism","Other hyperlipidemia","Dyslipidemia","Endocrine","Hyperlipidemia"
"Disorders of lipid metabolism","Pure hypercholesterolemia, unspecified","Dyslipidemia","Endocrine","Hyperlipidemia"
"Thyroid disorders","Chronic thyroiditis with transient thyrotoxicosis","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Other chronic thyroiditis","Thyroid","Endocrine","Hypothyroidism"
"Thyroid disorders","Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm","Thyroid","Endocrine","Hypothyroidism"
"Blindness and vision defects","Homonymous bilateral field defects, right side","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Refractive amblyopia, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma involving central area, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma involving central area, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma involving central area, unspecified eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Strabismic amblyopia, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Sudden visual loss, unspecified eye","Blind/visual defects","Eyes & Ears",NA
"Hearing loss","Presbycusis, bilateral","Hearing loss","Eyes & Ears",NA
"Hearing loss","Presbycusis, unspecified ear","Hearing loss","Eyes & Ears",NA
"Blindness and vision defects","Amblyopia suspect, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Blindness left eye category 5, normal vision right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Blindness right eye category 3, low vision left eye category 2","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Blindness right eye category 4, normal vision left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Low vision left eye category 1, normal vision right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Low vision right eye category 1, normal vision left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Scotoma of blind spot area, right eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Sudden visual loss, left eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified amblyopia, unspecified eye","Blind/visual defects","Eyes & Ears",NA
"Blindness and vision defects","Unspecified color vision deficiencies","Blind/visual defects","Eyes & Ears",NA
