phenx,ICD10_desc,combo,Organ,count,Subcombo
Respiratory failure; insufficiency; arrest,"Chronic respiratory failure, unspecified whether with hypoxia or hypercapnia",Respiratory arrest/failure,Respiratory,7,
Respiratory failure; insufficiency; arrest,Respiratory arrest,Respiratory arrest/failure,Respiratory,1,
Respiratory failure; insufficiency; arrest,"Respiratory failure, unspecified with hypercapnia",Respiratory arrest/failure,Respiratory,6,
Respiratory failure; insufficiency; arrest,"Respiratory failure, unspecified with hypoxia",Respiratory arrest/failure,Respiratory,21,
Respiratory failure; insufficiency; arrest,"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",Respiratory arrest/failure,Respiratory,59,
Respiratory signs and symptoms,Abnormal sputum,Respiratory s/s,Respiratory,1,Other
Respiratory signs and symptoms,Acute respiratory distress,Respiratory s/s,Respiratory,5,Abnormal breathing
Respiratory signs and symptoms,"Apnea, not elsewhere classified",Respiratory s/s,Respiratory,9,Apnea
Respiratory signs and symptoms,Chest pain on breathing,Respiratory s/s,Respiratory,6,Painful breathing
Respiratory signs and symptoms,Cough,Respiratory s/s,Respiratory,256,Cough
Respiratory signs and symptoms,"Dyspnea, unspecified",Respiratory s/s,Respiratory,301,Dyspnea
Respiratory signs and symptoms,Epistaxis,Respiratory s/s,Respiratory,21,Bleeding
Respiratory signs and symptoms,Hemoptysis,Respiratory s/s,Respiratory,11,Bleeding
Respiratory signs and symptoms,Hemorrhage from other sites in respiratory passages,Respiratory s/s,Respiratory,1,Bleeding
Respiratory signs and symptoms,Hiccough,Respiratory s/s,Respiratory,1,Other
Respiratory signs and symptoms,Hypoxemia,Respiratory s/s,Respiratory,53,Low O2
Respiratory signs and symptoms,Intercostal pain,Respiratory s/s,Respiratory,14,Painful breathing
Respiratory signs and symptoms,Mouth breathing,Respiratory s/s,Respiratory,2,Abnormal breathing
Respiratory signs and symptoms,Nasal congestion,Respiratory s/s,Respiratory,148,Congestion
Respiratory signs and symptoms,Orthopnea,Respiratory s/s,Respiratory,4,Dyspnea
Respiratory signs and symptoms,Other abnormalities of breathing,Respiratory s/s,Respiratory,17,Abnormal breathing
Respiratory signs and symptoms,Other forms of dyspnea,Respiratory s/s,Respiratory,102,Dyspnea
Respiratory signs and symptoms,Pain in throat,Respiratory s/s,Respiratory,16,Painful breathing
Respiratory signs and symptoms,Pleurodynia,Respiratory s/s,Respiratory,45,Painful breathing
Respiratory signs and symptoms,Postnasal drip,Respiratory s/s,Respiratory,33,Congestion
Respiratory signs and symptoms,Shortness of breath,Respiratory s/s,Respiratory,402,Dyspnea
Respiratory signs and symptoms,Sneezing,Respiratory s/s,Respiratory,1,Other
Respiratory signs and symptoms,Snoring,Respiratory s/s,Respiratory,75,Apnea
Respiratory signs and symptoms,Stridor,Respiratory s/s,Respiratory,6,Abnormal breathing
Respiratory signs and symptoms,"Tachypnea, not elsewhere classified",Respiratory s/s,Respiratory,5,Abnormal breathing
Respiratory signs and symptoms,Unspecified abnormalities of breathing,Respiratory s/s,Respiratory,3,Abnormal breathing
Respiratory signs and symptoms,Wheezing,Respiratory s/s,Respiratory,25,Wheezing
"Diabetes mellitus, Type 2",Type 2 diabetes mellitus with other skin complications,Diabetic Complication,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of back limited to breakdown of skin,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of back with fat layer exposed,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of back with unspecified severity,Non-pressure ulcer,Skin,9,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of buttock limited to breakdown of skin,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left ankle limited to breakdown of skin,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left ankle with unspecified severity,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left calf with unspecified severity,Non-pressure ulcer,Skin,3,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left heel and midfoot with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left thigh with fat layer exposed,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of left thigh with unspecified severity,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin,Non-pressure ulcer,Skin,9,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of left foot with fat layer exposed,Non-pressure ulcer,Skin,5,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of left foot with unspecified severity,Non-pressure ulcer,Skin,4,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin,Non-pressure ulcer,Skin,8,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of right foot with fat layer exposed,Non-pressure ulcer,Skin,9,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of right foot with unspecified severity,Non-pressure ulcer,Skin,13,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin,Non-pressure ulcer,Skin,5,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed,Non-pressure ulcer,Skin,3,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity,Non-pressure ulcer,Skin,6,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right ankle with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right ankle with unspecified severity,Non-pressure ulcer,Skin,3,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right calf limited to breakdown of skin,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right calf with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin,Non-pressure ulcer,Skin,3,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity,Non-pressure ulcer,Skin,5,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of right thigh with fat layer exposed,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,Non-pressure ulcer,Skin,5,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of skin of other sites with fat layer exposed,Non-pressure ulcer,Skin,4,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of skin of other sites with unspecified severity,Non-pressure ulcer,Skin,11,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified ankle with unspecified severity,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified calf limited to breakdown of skin,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified calf with fat layer exposed,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified heel and midfoot with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity,Non-pressure ulcer,Skin,4,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin,Non-pressure ulcer,Skin,5,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity,Non-pressure ulcer,Skin,11,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle,Non-pressure ulcer,Skin,1,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity,Non-pressure ulcer,Skin,4,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,Non-pressure ulcer,Skin,2,
Non-pressure ulcer of skin,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,Non-pressure ulcer,Skin,7,
Other specified and unspecified skin disorders,Acanthosis nigricans,Skin disorder,Skin,9,
Other specified and unspecified skin disorders,Acne keloid,Skin disorder,Skin,4,
Other specified and unspecified skin disorders,Acquired keratosis [keratoderma] palmaris et plantaris,Skin disorder,Skin,8,
Other specified and unspecified skin disorders,Actinic keratosis,Skin disorder,Skin,69,
Other specified and unspecified skin disorders,"Alopecia areata, unspecified",Skin disorder,Skin,7,
Other specified and unspecified skin disorders,"Androgenic alopecia, unspecified",Skin disorder,Skin,9,
Other specified and unspecified skin disorders,"Atrophic disorder of skin, unspecified",Skin disorder,Skin,4,
Other specified and unspecified skin disorders,Cafe au lait spots,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Calcinosis cutis,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Chloasma,Skin disorder,Skin,6,
Other specified and unspecified skin disorders,"Cicatricial alopecia, unspecified",Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Corns and callosities,Skin disorder,Skin,10,
Other specified and unspecified skin disorders,"Disorder of pigmentation, unspecified",Skin disorder,Skin,39,
Other specified and unspecified skin disorders,"Disorder of the skin and subcutaneous tissue, unspecified",Skin disorder,Skin,246,
Other specified and unspecified skin disorders,Dyshidrosis [pompholyx],Skin disorder,Skin,8,
Other specified and unspecified skin disorders,"Eccrine sweat disorder, unspecified",Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Epidermal cyst,Skin disorder,Skin,34,
Other specified and unspecified skin disorders,"Epidermal thickening, unspecified",Skin disorder,Skin,6,
Other specified and unspecified skin disorders,"Follicular cyst of the skin and subcutaneous tissue, unspecified",Skin disorder,Skin,19,
Other specified and unspecified skin disorders,"Follicular disorder, unspecified",Skin disorder,Skin,32,
Other specified and unspecified skin disorders,Foreign body granuloma of the skin and subcutaneous tissue,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Freckles,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Granuloma faciale [eosinophilic granuloma of skin],Skin disorder,Skin,1,
Other specified and unspecified skin disorders,"Granulomatous disorder of the skin and subcutaneous tissue, unspecified",Skin disorder,Skin,11,
Other specified and unspecified skin disorders,Hirsutism,Skin disorder,Skin,21,
Other specified and unspecified skin disorders,"Hypertrophic disorder of the skin, unspecified",Skin disorder,Skin,5,
Other specified and unspecified skin disorders,Hypertrophic scar,Skin disorder,Skin,12,
Other specified and unspecified skin disorders,Inflamed seborrheic keratosis,Skin disorder,Skin,17,
Other specified and unspecified skin disorders,Ingrowing nail,Skin disorder,Skin,26,
Other specified and unspecified skin disorders,Lichen sclerosus et atrophicus,Skin disorder,Skin,7,
Other specified and unspecified skin disorders,Localized scleroderma [morphea],Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Miliaria rubra,Skin disorder,Skin,4,
Other specified and unspecified skin disorders,"Nail disorder, unspecified",Skin disorder,Skin,10,
Other specified and unspecified skin disorders,Nail dystrophy,Skin disorder,Skin,13,
Other specified and unspecified skin disorders,"Nonscarring hair loss, unspecified",Skin disorder,Skin,173,
Other specified and unspecified skin disorders,Onychogryphosis,Skin disorder,Skin,12,
Other specified and unspecified skin disorders,Onycholysis,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Other androgenic alopecia,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Other atrophic disorders of skin,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Other cicatricial alopecia,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Other disorders of diminished melanin formation,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Other eccrine sweat disorders,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Other granulomatous disorders of the skin and subcutaneous tissue,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Other hair color and hair shaft abnormalities,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Other hypertrophic disorders of the skin,Skin disorder,Skin,28,
Other specified and unspecified skin disorders,Other infiltrative disorders of the skin and subcutaneous tissue,Skin disorder,Skin,11,
Other specified and unspecified skin disorders,Other melanin hyperpigmentation,Skin disorder,Skin,98,
Other specified and unspecified skin disorders,Other nail disorders,Skin disorder,Skin,19,
Other specified and unspecified skin disorders,Other seborrheic keratosis,Skin disorder,Skin,100,
Other specified and unspecified skin disorders,Other specified disorders of pigmentation,Skin disorder,Skin,11,
Other specified and unspecified skin disorders,Other specified disorders of the skin and subcutaneous tissue,Skin disorder,Skin,14,
Other specified and unspecified skin disorders,Other specified epidermal thickening,Skin disorder,Skin,9,
Other specified and unspecified skin disorders,Other specified nonscarring hair loss,Skin disorder,Skin,7,
Other specified and unspecified skin disorders,Pigmented purpuric dermatosis,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Pilar cyst,Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Postinflammatory hyperpigmentation,Skin disorder,Skin,10,
Other specified and unspecified skin disorders,"Primary focal hyperhidrosis, axilla",Skin disorder,Skin,2,
Other specified and unspecified skin disorders,"Primary focal hyperhidrosis, palms",Skin disorder,Skin,1,
Other specified and unspecified skin disorders,"Primary focal hyperhidrosis, soles",Skin disorder,Skin,2,
Other specified and unspecified skin disorders,Pseudofolliculitis barbae,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Pyogenic granuloma,Skin disorder,Skin,3,
Other specified and unspecified skin disorders,Scar conditions and fibrosis of skin,Skin disorder,Skin,41,
Other specified and unspecified skin disorders,Sebaceous cyst,Skin disorder,Skin,25,
Other specified and unspecified skin disorders,Striae atrophicae,Skin disorder,Skin,1,
Other specified and unspecified skin disorders,Telogen effluvium,Skin disorder,Skin,13,
Other specified and unspecified skin disorders,Vitiligo,Skin disorder,Skin,4,
Other specified and unspecified skin disorders,Xerosis cutis,Skin disorder,Skin,62,
Skin/Subcutaneous signs and symptoms,Anesthesia of skin,Skin s/s,Skin,174,Abnormal sensation
Skin/Subcutaneous signs and symptoms,Changes in skin texture,Skin s/s,Skin,20,Other
Skin/Subcutaneous signs and symptoms,Cyanosis,Skin s/s,Skin,3,Other
Skin/Subcutaneous signs and symptoms,Flushing,Skin s/s,Skin,45,Flushing
Skin/Subcutaneous signs and symptoms,Hyperesthesia,Skin s/s,Skin,1,Abnormal sensation
Skin/Subcutaneous signs and symptoms,Hypoesthesia of skin,Skin s/s,Skin,2,Abnormal sensation
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, head",Skin s/s,Skin,37,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, left lower limb",Skin s/s,Skin,22,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, left upper limb",Skin s/s,Skin,18,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, lower limb, bilateral",Skin s/s,Skin,8,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, neck",Skin s/s,Skin,65,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, right lower limb",Skin s/s,Skin,19,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, right upper limb",Skin s/s,Skin,23,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, trunk",Skin s/s,Skin,32,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, unspecified",Skin s/s,Skin,11,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, unspecified lower limb",Skin s/s,Skin,3,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, unspecified upper limb",Skin s/s,Skin,2,Swelling/mass
Skin/Subcutaneous signs and symptoms,"Localized swelling, mass and lump, upper limb, bilateral",Skin s/s,Skin,1,Swelling/mass
Skin/Subcutaneous signs and symptoms,Other disturbances of skin sensation,Skin s/s,Skin,17,Abnormal sensation
Skin/Subcutaneous signs and symptoms,Other skin changes,Skin s/s,Skin,43,Other
Skin/Subcutaneous signs and symptoms,Pallor,Skin s/s,Skin,2,Other
Skin/Subcutaneous signs and symptoms,Paresthesia of skin,Skin s/s,Skin,206,Abnormal sensation
Skin/Subcutaneous signs and symptoms,Rash and other nonspecific skin eruption,Skin s/s,Skin,358,Rash
Skin/Subcutaneous signs and symptoms,Spontaneous ecchymoses,Skin s/s,Skin,13,Other
Skin/Subcutaneous signs and symptoms,Unspecified disturbances of skin sensation,Skin s/s,Skin,11,Abnormal sensation
Skin/Subcutaneous signs and symptoms,Unspecified skin changes,Skin s/s,Skin,3,Other
